TargetName	location
CENPX	chr17:82019069-82019114
SMC1B	chr22:45399196-45399245
AOC3	chr17:42856861-42856909
KCNH5	chr14:62987127-62987176
SPINK5	chr5:148123867-148123911
EMC4	chr15:34229786-34229835
RAP1GAP2	chr17:2995393-2995442
CYB5R2	chr11:7669655-7669704
HNRNPCL3	chr1:13060769-13060803
SPZ1	chr5:80320296-80320345
RSL1D1	chr16:11839730-11839764
CCDC30	chr1:42577031-42577070
USP40	chr2:233510135-233511757
HTN1	chr4:70055529-70055578
PDHA1	chrX:19358957-19359001
RTP5	chr2:241873213-241873252
NRG2	chr5:139880957-139887371
MUC19	chr12:40510180-40510214
PCYOX1	chr2:70278355-70278404
MAPK15	chr8:143718291-143718807
FZD7	chr2:202036477-202036526
SLC31A1	chr9:113260470-113260519
MSMB	chr10:46033493-46033527
UBP1	chr3:33389411-33389460
FAP	chr2:162198777-162198826
CAB39L	chr13:49310807-49310856
FASTKD5	chr20:3147877-3147926
TEX52	chr12:2849313-2849347
TGOLN2	chr2:85320202-85320251
BMPR1B	chr4:95114784-95115690
MSH3	chr5:80778754-80778803
TGM7	chr15:43284867-43284916
ATF6B	chr6:32118016-32118801
TECTB	chr10:112298226-112299529
ATP6V0B	chr1:43977995-43978044
TDRD3	chr13:60509873-60510632
ZNF622	chr5:16453079-16453128
SPTSSB	chr3:161345160-161345209
TMPRSS11D	chr4:67821015-67821064
EMC7	chr15:34084415-34084464
DAPK1	chr9:87651551-87651595
MAPK6	chr15:52064844-52064893
EIF4E1B	chr5:176630786-176630835
LBH	chr2:30259436-30259485
MOB3C	chr1:46608839-46608888
FOXH1	chr8:144475197-144475231
MYBPH	chr1:203169047-203169084
ST18	chr8:52166904-52166938
ACOX3	chr4:8394672-8394720
LRTOMT	chr11:72093696-72094991
RNF187	chr1:228488970-228489006
IL20RB	chr3:137010664-137010710
ZBTB21	chr21:41987874-41987923
BRCC3	chrX:155078651-155078700
GDF9	chr5:132862478-132862527
GHSR	chr3:172448058-172448092
RFC1	chr4:39291786-39291835
STING1	chr5:139480835-139480871
BCAP31	chrX:153715564-153715613
CBX5	chr12:54241780-54241829
GATB	chr4:151688717-151701331
HDDC3	chr15:90931190-90931239
IMMT	chr2:86144578-86144624
REEP3	chr10:63624816-63624865
TUB	chr11:8103039-8103088
ANKRD60	chr20:58221420-58221464
COL28A1	chr7:7474660-7477142
C15orf39	chr15:75208004-75208048
GLRX2	chr1:193096747-193097620
EHBP1	chr2:62874511-62942745
CCR5	chr3:46375276-46375325
PRR20A	chr13:57143115-57143149,chr13:57156258-57156292,chr13:57162829-57162863,chr13:57149685-57149719,chr13:57169394-57169428
CA3	chr8:85445159-85445208
SPATC1L	chr21:46161528-46161577
MC3R	chr20:56249368-56249417
GYG2	chrX:2882014-2882063
RNLS	chr10:88362570-88362619
CLMP	chr11:123084529-123084573
ARL11	chr13:49631045-49631094
MS4A10	chr11:60800042-60800091
SPRYD7	chr13:49921498-49921532
LRRC8C	chr1:89714323-89714369
TAFA1	chr3:68538824-68538871
DRG2	chr17:18107202-18107236
PDE4C	chr19:18208727-18208776
DUS4L	chr7:107577708-107577757
VEZT	chr12:95294366-95296093
RANBP6	chr9:6013622-6013671
PDCD1LG2	chr9:5510780-5522558
MYL7	chr7:44139807-44139847
PRR14L	chr22:31681632-31681681
CDKN2AIPNL	chr5:134402808-134402857
GPRIN1	chr5:176598889-176598924
SDC4	chr20:45326493-45326540
RAB11A	chr15:65887822-65887871
SPINK7	chr5:148314162-148314211
DCN	chr12:91178441-91178490
SLAMF8	chr1:159833045-159833084
TMEM164	chrX:110109080-110109129
GLE1	chr9:128533847-128533896
OR6F1	
TAAR5	chr6:132589512-132589561
MROH1	chr8:144163778-144163819
RPLP0	chr12:120199381-120199416
SFRP4	chr7:37907647-37909648
PDE11A	chr2:177663904-177669496
AGPS	chr2:177538112-177538161
NEU3	chr11:75006841-75006890
LANCL3	chrX:37667305-37667342
TCEA2	chr20:64070292-64070341
JAGN1	chr3:9893418-9893467
DPY30	chr2:32029648-32029691
ZNF526	chr19:42227383-42227429
PVALB	chr22:36815221-36816974
UGDH	chr4:39505681-39505730
TIFA	chr4:112276439-112276488
ICE1	chr5:5460511-5460560
PFN4	chr2:24119648-24121177
CTRB1	chr16:75224796-75224839
CCL7	chr17:34271734-34271771
ACTBL2	chr5:57481440-57481489
FASN	chr17:82083397-82083537
VPS33B	chr15:90998993-90999042
SCAF4	chr21:31671359-31671408
IL22RA2	chr6:137158357-137158399
GRIN2C	chr17:74854723-74854757
SMCO4	chr11:93478658-93478707
C9orf43	chr9:113421159-113422553
TRAC	
FOXE3	chr1:47417665-47417714
OR5J2	chr11:56177102-56177151
HYAL4	chr7:123869094-123869143
MGLL	chr3:127692225-127692274
STRC	chr15:43608143-43608186,chr15:43707617-43707660
DPP3	chr11:66487308-66487915
GATA5	chr20:62464077-62464126
COLQ	chr3:15451456-15451505
CDH26	chr20:60012548-60012582
ZCRB1	chr12:42324078-42325934
INSL5	chr1:66797961-66798010
SCGN	chr6:25665018-25669545
LCA5L	chr21:39428365-39428411
LNPK	chr2:175929957-175930006
BCL11A	chr2:60462305-60462348
C10orf62	chr10:97590001-97590049
PPP1R3A	chr7:113879981-113880030
PTGDS	chr9:136978999-136979033
TAF1L	chr9:32635484-32635518
PLA2G6	chr22:38115531-38115570
SREBF2	chr22:41867239-41868618
SMIM27	chr9:32552859-32552903
GRIN3B	chr19:1007920-1007954
ECPAS	chr9:111433351-111436967
TRIM24	chr7:138504301-138504350
PDE2A	chr11:72584249-72584298
OR4C45	chr11:50033529-50033564
TFDP3	chrX:133217049-133217086
PYDC1	chr16:31216063-31216108
ZNF880	chr19:52385230-52385279
FBXL6	chr8:144357466-144357630
TCF25	chr16:89906227-89906262
MAB21L1	chr13:35476591-35476640
ACSS2	chr20:34913767-34913816
GTF2F1	chr19:6387494-6387528
TDG	chr12:103987745-103987794
PPM1A	chr14:60282854-60282903
DAPK3	chr19:3964370-3964667
ADCY1	chr7:45660045-45660086
PPP1CC	chr12:110731835-110731884
OTUD1	
FBXO8	chr4:174283517-174283566
TOR4A	chr9:137279767-137279801
KAT6A	chr8:42048922-42048971
DNAJC15	chr13:43078641-43085769
RMDN2	chr2:37991242-37991291
MYH2	chr17:10527037-10527768
PROK1	chr1:110456448-110456496
ZNF544	chr19:58229534-58230406
EIF3K	chr19:38624179-38626058
ADNP2	chr18:80136034-80136083
FBXO43	chr8:100142071-100142105
SLC33A1	chr3:155853444-155853493
PGAP2	chr11:3825408-3825457
DAZ4	chrY:23290874-23290923,chrY:23129788-23129837,chrY:24763502-24763551,chrY:24906558-24906607
ANO2	chr12:5578366-5578415
CFAP94	chr12:25108534-25108582
TMEM106B	chr7:12214981-12215025
KRTCAP2	chr1:155172741-155172787
PIN1	chr19:9849536-9849581
GPHA2	chr11:64935010-64935049
TGFB1I1	chr16:31474156-31474205
MYLK2	chr20:31826608-31826648
PTCHD1	chrX:23392926-23392975
PRSS35	chr6:83523474-83523523
DTL	chr1:212047359-212047408
TDP1	chr14:90043181-90043230
STAC2	chr17:39211658-39211707
SMAD5	chr5:136163301-136163350
PARD3	chr10:34382779-34382828
YBX1	chr1:42696707-42696752
BLM	chr15:90765310-90765359
TTC39B	chr9:15190578-15190627
HEG1	chr3:125013707-125013756
CABS1	chr4:70335106-70335155
SPNS1	chr16:28982542-28982902
CYP2U1	chr4:107950960-107951009
FBXW12	chr3:48373582-48373631
ARL9	chr4:56523772-56523821
MROH2B	chr5:41032753-41032802
SESN1	chr6:108987309-108987358
CTXND1	chr15:80198479-80198528
GCLC	chr6:53522446-53522495
NEIL1	chr15:75348975-75349009
BBS4	chr15:72731568-72731617
C1QTNF3	chr5:34023972-34028766
TMEM219	chr16:29971467-29971509
TRO	chrX:54924516-54924554
VIM	chr10:17230707-17233632
RCC1L	chr7:75058694-75058728
KHDRBS3	chr8:135557513-135557562
FBXO22	chr15:75929975-75930021
ERI1	chr8:9032955-9033004
TDGF1	chr3:46582021-46582059,chrX:110522469-110522507
ZNF865	chr19:55616035-55616069
FOXD3	chr1:63324758-63324807
TMEM132E	chr17:34632719-34632764
CIB1	chr15:90231405-90231454
ETV4	chr17:43528605-43528649
CCT3	chr1:156318898-156318947
SIGLEC9	chr19:51127289-51127975
NINL	chr20:25470022-25470071
SLCO1C1	chr12:20721848-20721897
ADGRG6	chr6:142393943-142397646
BCDIN3D	chr12:49838462-49838497
MTHFSD	chr16:86530895-86530944
GCSAM	chr3:112123703-112123752
VCPIP1	chr8:66635160-66635194
H2BC11	chr6:27132334-27132377
GAB3	chrX:154677505-154677554
PSMD9	chr12:121915889-121915925
RNF227	chr17:7915544-7916184
SHISA8	chr22:41909763-41909797
BIRC7	chr20:63238428-63238465
PASD1	chrX:151623007-151623056
APOBEC3A_B	
CRYBB3	chr22:25202769-25203776
POLR2E	chr19:1091827-1091876
UBA2	chr19:34434945-34438670
PURA	chr5:140114829-140114878
NID2	chr14:52040816-52042118
FBLN5	chr14:91869702-91869751
SEPTIN4	chr17:58521777-58521811
STK31	chr7:23786533-23786568
LRPPRC	chr2:43918083-43918132
C4orf19	chr4:37591216-37591265
LSM1	chr8:38163701-38163744
ZBTB3	chr11:62753225-62753274
GPR4	chr19:45591994-45592029
MTCH1	chr6:36978099-36978148
SH2D5	chr1:20720225-20720271
TCERG1	chr5:146478517-146478566
ACSL5	chr10:112427325-112427374
USP17L3	chr8:7972937-7972971,chr8:7977669-7977703,chr8:12138444-12138478,chr8:12128981-12129015,chr8:7337397-7337431,chr8:7332669-7332703
FGD1	chrX:54455761-54456245
SMIM38	chr11:69155935-69155971
SAMHD1	chr20:36911278-36911312
BOD1L1	chr4:13602717-13602766
RABGGTB	chr1:75792286-75794107
SLC28A1	chr15:84887824-84890444,chr15:84887824-84888773
SCGB2A2	chr11:62270900-62270949
H2AC15	chr6:27838254-27838292
SEC61G	chr7:54757535-54757584
TNFRSF19	chr13:23616012-23626711
ZNF71	chr19:56623140-56623189
EEFSEC	chr3:128341449-128341498
SOCS1	chr16:11255041-11255075
CPA2	chr7:130269779-130270717
ADAL	chr15:43345896-43345945
PLPPR5	chr1:98914864-98914898
PTPMT1	chr11:47571615-47571664
PTH2R	chr2:208493725-208493774
CMTM7	chr3:32441879-32441913
HHIPL2	chr1:222547778-222547822
SRBD1	chr2:45551175-45551221
MFSD2A	chr1:39965269-39965318
GPD2	chr2:156557473-156557522
NME3	chr16:1770499-1770533
ZNF341	chr20:33792008-33792054
DDB2	chr11:47237998-47238183
SOWAHA	chr5:132815381-132815420
SEC22C	chr3:42557591-42557640
COG5	chr7:107527288-107527337
EGR1	chr5:138467685-138467734
SEC16B	chr1:177941996-177944565
TM9SF2	chr13:99537855-99539483
CDH9	chr5:26889923-26890442
NAT8L	chr4:2066290-2066334
S100A3	chr1:153547811-153548358
DNAJC22	chr12:49351354-49351394
TSFM	chr12:57796500-57796549
TAOK2	chr16:29978335-29978814
BMI1	chr10:22329118-22329251
PPP1R12C	chr19:55091440-55091489
ZNF615	chr19:51992322-51992371
PITX1	chr5:135028517-135028566
CST5	chr20:23879474-23879512
ZCCHC8	chr12:122473857-122473906
C1orf131	chr1:231226809-231227000
KLK5	chr19:50948667-50948703
BPY2	chrY:22984613-22984662,chrY:24618354-24618403,chrY:25051705-25051754
SLC35A4	chr5:140568586-140568635
ZNF446	chr19:58478131-58478165
LRRC46	chr17:47832187-47834450
AMOTL1	chr11:94830072-94830121
PMS2	chr7:5995577-5995626
WDR24	chr16:689446-689482
ZNF599	chr19:34760111-34760160
NANOGP8	chr12:7789643-7789692,chr15:35085033-35085082
RFX1	chr19:13965676-13965714
ZBTB39	chr12:57003674-57003723
FAS	chr10:89015147-89015196
ACKR4	chr3:132602387-132602436
L1TD1	chr1:62210115-62210164
ZNF583	chr19:56424339-56424388
FATE1	chrX:151723134-151723179
BCAP29	chr7:107600489-107613364
ARMCX2	chrX:101655520-101655569
DAG1	chr3:49510771-49530797
CABP2	chr11:67519909-67520053
SPAG4	chr20:35617570-35617804
ZNF547	chr19:57378550-57378599
AADAT	chr4:170060938-170061909
TMEM191B	chr22:18528196-18528230,chr22:21467534-21467568,chr22:20702222-20702256
POU3F4	chrX:83508388-83508422
RAPGEF5	chr7:22162477-22162515
NXPE1	chr11:114522269-114522318
EML6	chr2:54964112-54964573
HEXD	chr17:82440613-82441035,chr17:82440334-82441035,chr17:82439713-82441035
SBSPON	chr8:73067356-73067405
SMAGP	chr12:51245803-51245847
UTP3	chr4:70689949-70689998
ATPAF2	chr17:18021852-18024657
RIMS3	chr1:40624233-40624282
ZNF530	chr19:57605962-57606011
TNS3	chr7:47276202-47276251
ZBTB32	chr19:35716749-35716798
NUCB1	chr19:48913064-48913105
TRIM45	chr1:117111172-117111221
AGO1	chr1:35901995-35902029
VSX1	chr20:25082102-25082136
ROGDI	chr16:4797731-4797768
DTX4	chr11:59207665-59207714
LIMD2	chr17:63698346-63698383
TMEM114	chr16:8589253-8590021,chr16:8589253-8589620
PAN3	chr13:28260487-28260536
KEAP1	chr19:10499529-10499578
PPP1R42	chr8:66988506-67010752
STX17	chr9:99959970-99960019
YAP1	chr11:102232461-102232510
HBZ	chr16:154330-154364
PRKCD	chr3:53189942-53189991
LSMEM2	chr3:50287112-50287146
RPS28	chr19:8322298-8322347
QRSL1	chr6:106655649-106655698
SIRT3	chr11:216337-216381
TANC1	chr2:159170570-159170619
ZNF267	chr16:31916301-31916348
PDE6D	chr2:231732648-231732691
SKI	chr1:2307892-2307941
PEG10	chr7:94668128-94668177
PARVG	chr22:44190657-44192084
ZNF562	chr19:9648795-9648844
CARTPT	chr5:71719903-71719952
ZNF227	chr19:44235141-44235190
C17orf97	chr17:413198-413247
PCSK4	chr19:1489874-1490168
CRTAC1	chr10:98011140-98011180
MRPL52	chr14:22834240-22834274
BCHE	chr3:165773402-165773451
CEACAM7	chr19:41673511-41673560
SERF1A	chr5:70900858-70901840,chr5:70025440-70026422
EIF4E3	chr3:71680016-71680065
DGKH	chr13:42189137-42189171
DEFB135	chr8:11984429-11984478
TMEM131	chr2:97756805-97756854
CUL2	chr10:35031505-35031554
MRM2	chr7:2234407-2234456
RPS3A	chr4:151102944-151102991
BRME1	chr19:13892815-13892864
MS4A6E	chr11:60337801-60337840
PRDM12	chr9:130682706-130682755
LANCL2	
MRPL16	chr11:59807710-59807759
HSPA2	chr14:64542563-64542612
OR5L2	chr11:55827604-55827644
OR2F2	chr7:143935259-143935308
GAD1	chr2:170829533-170829582
AIDA	chr1:222668335-222668384
SPRR2G	chr1:153149720-153149769
DSC2	chr18:31074775-31074824
ORMDL2	chr12:55820423-55820472
CC2D1B	chr1:52358731-52359044
AP5B1	chr11:65775753-65775802
SLC35F6	chr2:26776431-26776467
ALDH6A1	chr14:74060602-74060651
CAMP	chr3:48223642-48223679
DYRK1A	chr21:37514189-37514234
PISD	chr22:31621065-31621099
MRPL42	chr12:93487624-93501188
UPK3A	chr22:45295615-45295649
OR6C4	
COX7B2	chr4:46735135-46735184
ORC2	chr2:200913991-200920269
AP4E1	chr15:51004496-51004545
TMEM150B	chr19:55320051-55320085
RPN1	chr3:128626815-128629982
BICD2	chr9:92712988-92713032
DARS2	chr1:173833413-173833462
FAM71F1	chr7:128718981-128719016
RASGRP4	chr19:38412956-38413004
SRARP	chr1:16006539-16006586
TC2N	chr14:91782697-91782746
TERB1	chr16:66759237-66759286
ZP4	chr1:237887524-237888369
CHRM2	chr7:137015463-137015509
IGFBPL1	chr9:38409201-38411423
TCAF2	chr7:143720327-143720366,chr7:143810634-143810673
CPEB3	chr10:92239576-92239610
OPTN	chr10:13110280-13110329
INF2	chr14:104701705-104701742
ACBD7	chr10:15076066-15076115
MRPL11	chr11:66438199-66438242
CRTAM	chr11:122864683-122867416
LAPTM4A	chr2:20040966-20051413
CCDC167	chr6:37483196-37483245
SLC25A28	chr10:99610965-99611012
BBLN	chr9:128163493-128163527
MSH5	chr6:31743905-31743954
ADH6	chr4:99219162-99219211
PNCK	chrX:153671578-153671625
NOS1AP	chr1:162368590-162368639
ATG2A	chr11:64903616-64905567,chr11:64903616-64903665
OR10A3	
CFAP251	chr12:121958276-121958325
ATP1B4	chrX:120371155-120371204
NUP93	chr16:56821514-56821558
ENTPD7	chr10:99702635-99704462
NOL3	chr16:67175416-67175453
BCO1	chr16:81267996-81268045
AP3M1	chr10:74138261-74138310
GALK1	chr17:75758057-75758098
TDRD9	chr14:104052128-104052164
OR1D5	chr17:3241400-3241449,chr17:3062834-3062883
ZFP1	chr16:75169972-75170020
THG1L	chr5:157739436-157739485
TMEM183A	chr3:149982438-149982487,chr1:203020825-203020874
NEFL	chr8:24954219-24954254
KRTAP27-1	chr21:30337493-30337542
MRPL37	chr1:54216284-54216333
HUS1B	chr6:656862-656909
LCE2D	chr1:152664500-152664549
FCRL3	chr1:157680738-157680997
TIMM10B	chr11:6482815-6482864
PNMT	chr17:39670273-39670310
ERGIC3	chr20:35557464-35557508
HOXB4	chr17:48577896-48577930
METTL1	chr12:57769601-57769635
ZFPM1	chr16:88533681-88533715
SLC30A10	chr1:219918464-219927046
KRT15	chr17:41518351-41518385
CLIC4	chr1:24841643-24841692
PLPP2	chr19:282771-287484
HSPA12B	chr20:3750073-3750107
TPBGL	chr11:75242859-75242893
FTH1	chr11:61965373-61965422,chr2:27393111-27393160
DOT1L	chr19:2222276-2222317
ATP5F1A	chr18:46091726-46091775
RASSF4	chr10:44984926-44989278
GIN1	chr5:103088115-103088164
C1orf74	chr1:209782394-209782443
CCL24	chr7:75813379-75813647
DNAJC27	chr2:24946082-24946131
DNPEP	chr2:219374256-219374305
AMD1	chr6:110892367-110892416
ARL3	chr10:102675239-102675285
ARIH2	chr3:48982923-48982962
DNAJA3	chr16:4444718-4446914
CLEC9A	chr12:10052020-10052069
STC1	chr8:23843433-23843482
ACTN2	chr1:236718911-236718960
PXN	chr12:120211676-120211725
LRRC36	chr16:67370945-67370994
IDO1	chr8:39913923-39913962
SMIM1	chr1:3775910-3775944
CFAP298	chr21:32609856-32609905
PSG4	chr19:43194491-43194525
OR7D4	
HPRT1	chrX:134475252-134475301
SLC10A3	chrX:154488288-154488337
ANTKMT	chr16:721667-721701
CHST4	chr16:71538232-71538281
SOS2	chr14:50118496-50118545
OTOP3	chr17:74949262-74949311
DNAJC28	chr21:33488919-33488968
PHACTR1	chr6:13053431-13053480
GIGYF2	chr2:232844398-232844447
NBPF15	chr1:145425537-145425571,chr1:120415058-120415092
TLN2	chr15:62647357-62647398
GGT1	chr22:24603321-24607987,chr2:91769236-91772854,chr22:24583808-24607987,chr22:24603527-24607987
ARL5C	chr17:39161324-39162732
SOWAHB	chr4:76895554-76895603
TBX15	chr1:118884508-118884557
USP33	chr1:77725643-77725692
CELF1	chr11:47488850-47488899
BOK	chr2:241573613-241573647
TP53BP2	chr1:223800038-223800737
FAM163B	chr9:133578550-133578587
RPS18	chr6:33272690-33275809
DISP1	chr1:223002490-223002539
KRT79	chr12:52821679-52821728
TASOR2	chr10:5685113-5685147
LMNA	chr1:156136430-156136958
RBM3	chrX:48576530-48576567
ANP32B	chr9:98004972-98005009
STARD9	chr15:42687386-42687435
GABRA2	chr4:46310247-46312536
EPSTI1	chr13:42917551-42917600
IHO1	chr3:49257263-49257312
SPANXN1	chrX:145256158-145256207
TPPP	chr5:660474-660523
KRTAP5-11	chr11:71582833-71582868
KATNBL1	chr15:34141096-34141145
USP35	chr11:78213993-78214042
MBD3	chr19:1577500-1577539
DHX38	chr16:72104506-72104550
ABCB11	chr2:168957977-168958026
NFE4	chr7:102976154-102976188
MECP2	chrX:154030406-154030440
BEND6	chr6:56992379-56992421
HEMGN	chr9:97931078-97931127
RAD54L	chr1:46261319-46261368
SAP25	chr7:100572316-100572350
AXIN1	chr16:314579-314618
RSF1	chr11:77693552-77693596
MIX23	chr3:122371709-122371758
SLC37A2	chr11:125088526-125088570
ZNF197	chr3:44629268-44629317
TWF2	chr3:52232043-52232082
H2AC20	chr1:149887329-149887363
CNTN3	chr3:74264488-74266516
SSTR4	chr20:23035970-23036019
PTMA	chr2:231712863-231712912
CNTRL	chr9:121125746-121125795
TMEM129	chr4:1716799-1716847
CXXC4	chr4:104469276-104469325
USO1	chr4:75771118-75774705
TNFRSF1A	chr12:6333775-6333816
RBM34	chr1:235154917-235154966
H2AP	chrX:37990920-37990959
NRTN	
AFF4	chr5:132897114-132897163
EML5	chr14:88726657-88736391
PPP2R3A	chr3:136145782-136145831
EXOC6	chr10:93058260-93058309
SPPL2A	chr15:50748718-50748767
COL3A1	chr2:189010842-189010880
SLC26A3	chr7:107779756-107782838
PLIN3	chr19:4838368-4838417
TMEM211	chr22:24935493-24935542
KIF1A	chr2:240740341-240741280
DPYSL5	chr2:26933267-26933316
TRMT12	chr8:124450989-124451038
TMEM131L	chr4:153602597-153602646
GPSM2	chr1:108924058-108924107
LTB4R	chr14:24316135-24316172
ZGRF1	chr4:112587493-112587542
FGF2	chr4:122876346-122876395
NDUFS8	chr11:68032937-68032974
IFT80	chr3:160277595-160277644
MPRIP	chr17:17176446-17176495
ERLIN2	chr8:37744379-37744582
YIF1B	chr19:38307641-38307675
LRRC29	chr16:67208023-67208062
SPINK9	chr5:148335645-148336447
GPR26	chr10:123688330-123688379
ARGFX	chr3:121585044-121586040
DNAAF4	chr15:55430731-55434905,chr15:55430731-55432497
BANP	chr16:88077208-88077257
GDA	chr9:72223175-72223224
GIPC1	chr19:14478689-14478723
DDR2	chr1:162770380-162770426
TMEM140	chr7:135148172-135148221
ZBTB11	chr3:101671343-101672008
PTPRU	chr1:29325309-29325626
UPF3A	chr13:114305446-114305495
SNTG1	chr8:50553055-50553104
GUSB	chr7:65960985-65961034
BRAT1	chr7:2538383-2538432
BTN3A1	chr6:26409615-26409661
B4GALT4	chr3:119226989-119227038
LIG3	chr17:34989638-34990985
C11orf68	chr11:65917155-65917197
CHIT1	chr1:203223611-203223660
PFKFB4	chr3:48538562-48538596
MSANTD2	chr11:124767001-124767050
TBC1D9	chr4:140657111-140657160
TLCD1	chr17:28725345-28725384
SIX1	chr14:60648838-60648873
KRTAP5-1	chr11:1584401-1584450
ASF1B	chr19:14120007-14120056
KCNA2	chr1:110604334-110604378
CLDN6	chr16:3015142-3015186
OTX2	chr14:56801591-56801640
LCN8	chr9:136757038-136757079
TUBB3	chr16:89935928-89935973
CRLF2	chrY:1193257-1196783,chrX:1193257-1196783
BARHL2	chr1:90717141-90717190
WBP1	chr2:74460321-74460359
RNASE7	chr14:21043464-21043513
LRCH3	chr3:197839370-197847430
DHX57	chr2:38802843-38802892
AHCTF1	chr2:161507181-161507230,chr1:246913290-246913339
MRPS7	chr17:75262533-75262582
CD84	chr1:160579439-160579484
MSMO1	chr4:165341879-165341928
LRFN3	chr19:35940779-35940817
MLC1	chr22:50080382-50083110
SLK	chr10:104018227-104018261
VTI1B	chr14:67659835-67659870
PVR	chr19:44657848-44657882
TMC2	chr20:2592399-2594864
RNH1	chr11:498049-498087
PAPOLG	chr2:60795001-60797091
CYBB	chrX:37811880-37811929
RBBP4	chr1:32672468-32672517
LRRN1	chr3:3845001-3845050
DHFR2	chr3:94061520-94061559
AGR2	chr7:16801340-16801374
CCDC174	chr3:14671264-14671313
PSG7	chr19:42935591-42935640
PALM2AKAP2	chr9:110137236-110137270
ACADM	chr1:75750500-75761124
RPL8	chr8:144791779-144791828
DSG4	chr18:31376841-31376890
DBN1	chr5:177460511-177460545
PRC1	chr15:90981755-90981790
OTOG	chr11:17596112-17596151
OR52J3	chr11:5046794-5046843
OR7A10	
CRHBP	chr5:76954117-76954155
SHH	chr7:155806369-155806404
RAVER1	chr19:10317400-10317449
SGO2	chr2:200573644-200573693
SNRPC	chr6:34773616-34773665
CLCN5	chrX:50097369-50097415
ESAM	chr11:124754729-124756221
FBXO42	chr1:16255729-16255778
IPO9	chr1:201847637-201848440
CUBN	chr10:16940064-16940113
GALNT2	chr1:230236702-230243331
LLCFC1	chr7:142939752-142940398
OTOS	chr2:240140341-240140375
ATP13A5	chr3:193315006-193315051
INSIG2	chr2:118103310-118106774
UVRAG	chr11:75879963-75880012
ORC1	chr1:52397786-52397835
PINX1	chr8:10832892-10832936
SPINT4	chr20:45724027-45725638
OR4C16	chr11:55572376-55572425
LRRC56	chr11:554790-554824
TRIM42	chr3:140683011-140683060
CRACDL	chr2:98794035-98794084
FGA	chr4:154587634-154588818
SLC25A39	chr17:44319697-44319746
NAXD	chr13:110639621-110639670
SSX3	chrX:48387351-48389385,chrX:52648357-52650362,chrX:52628288-52630310,chrX:48350083-48352109,chrX:48406040-48408074
FES	chr15:90892767-90892801
SNAP23	chr15:42529712-42529761
AGK	chr7:141641259-141641294
TCAIM	chr3:44354786-44357764
MTCP1	chrX:155070996-155071032
ETV1	chr7:13906460-13906509
FHIP1A	chr4:151629789-151629838
IGF2R	chr6:160048538-160050516
AHCYL1	chr1:110022207-110022256,chr1:110022206-110022255
NATD1	chr17:21244172-21244206
IFNA13	chr9:21367715-21367764,chr9:21440751-21440800
FAM81B	chr5:95428677-95428726
MRPS12	chr19:38932883-38932924
SFTPA1	chr10:79615175-79615224
NFE2L3	chr7:26152344-26152393
MDH1	chr2:63604733-63604782
C11orf52	chr11:111926623-111926672
UBA52	chr19:18574926-18574963
SNRNP35	chr12:123465825-123465874
RUBCN	chr3:197671726-197671775
HERPUD2	chr7:35667583-35670258
FSD2	chr15:82787246-82787289
ATP6V0A1	chr17:42478494-42478543
ZNF18	chr17:11978237-11978286
GTF2H3	chr12:123659569-123659828
ARG2	chr14:67650890-67650939
TRAPPC10	chr21:44083062-44083111
PRG2	chr11:57389102-57389143
SAA2	chr11:18246034-18247940,chr11:18266959-18269209
HEYL	chr1:39623960-39624009
STK35	chr20:2144666-2144700
GLMN	chr1:92271508-92271557
CRX	chr19:47834469-47834503
CLRN3	chr10:127878267-127878316
EEPD1	chr7:36154165-36154214
BBS9	chr7:33177551-33257244
QRICH1	chr3:49046432-49046481
LHFPL6	chr13:39601168-39601217
HADHA	chr2:26201221-26201270
OGFOD3	chr17:82405338-82406424
OR51I2	chr11:5454282-5454331
DHRS13	chr17:28901259-28901494
C6orf163	chr6:87356494-87365000
CRYZL1	chr21:33599241-33602275
CARD18	chr11:105138816-105138865
PLA2G2D	chr1:20116410-20116445
BTBD7	chr14:93251521-93251570
RADIL	chr7:4800214-4800248
ZNF804B	chr7:89335593-89335642
MDP1	chr14:24215740-24215779
CNR1	chr6:88142238-88142287
DNAJC11	chr1:6654000-6667718
PDZD4	chrX:153802447-153802496
STAB1	chr3:52495485-52501208
ARHGAP20	chr11:110580291-110580325
MINPP1	chr10:87552131-87552180
BEND4	chr4:42112637-42112686
CR1L	chr1:207645231-207645280
CWF19L1	chr10:100246882-100246931
EREG	chr4:74381034-74381083
DTX3L	chr3:122570637-122571691
FANCG	chr9:35078669-35078708
OTULINL	chr5:14601076-14601213
MRAP2	chr6:84090224-84090273
AMOT	chrX:112777771-112777820
CCDC17	chr1:45620190-45620239
LAPTM5	chr1:30732833-30732882
DCP1B	chr12:1997942-2004297
CPXM2	chr10:123754713-123754762
BBS7	chr4:121855534-121859013
LHX8	chr1:75143921-75148608
B4GALT1	chr9:33113470-33113519
ZP1	chr11:60873427-60873474
NNMT	chr11:114312353-114312402
CCDC38	chr12:95917157-95917206
TMEM18	chr2:672845-675541
ZNF438	chr10:30848875-30848924
TLL2	chr10:96365352-96365401
FZD5	chr2:207768136-207768172
KLHL6	chr3:183494138-183494180
PKD1	chr16:2110362-2110401
TAS2R5	chr7:141790515-141790564
GZMH	chr14:24606584-24606633
NMD3	chr3:161222043-161224964
C6orf52	chr6:10671484-10671518
KCTD1	chr18:26501157-26501191
